question_id,disease_group,question_type,difficulty,question,ground_truth,expected_behavior,expected_source,note,review_status,validation_status,validation_reason,source_generation,source_group,source_file,chunk_id
Q172,SỐT XUẤT HUYẾT DENGUE,treatment,medium,"Trong trường hợp suy gan nặng, bệnh nhân cần được điều trị như thế nào?","Nhập viện, nhập khoa cấp cứu, truyền dịch khi có chỉ định",answer_from_context,sốt xuất huyết dengue_text_0176,,need_review,passed,passed,llm_from_chunk,in_scope_medium,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_text_0176
Q173,TRUYEN NHIEM 1,clinical_manifestation,medium,Cúm H1N1 có thể gây ra những biến chứng gì?,"Cúm H1N1 có thể gây viêm phổi nặng, suy đa phủ tạng dẫn đến tử vong.",answer_from_context,Truyen-nhiem-1_text_0117,,need_review,passed,passed,llm_from_chunk,in_scope_medium,Truyen-nhiem-1.pdf,Truyen-nhiem-1_text_0117
Q174,BỆNH DO VIRUS EBOLA,clinical_manifestation,medium,Triệu chứng lâm sàng của bệnh này bao gồm những gì?,"Các triệu chứng thường gặp bao gồm: sốt cấp tính, đau đầu, đau mỏi cơ, nôn/buồn nôn, tiêu chảy, đau bụng, viêm kết mạc. Phát ban ban đầu là ban nhú đỏ sẫm màu như đinh ghim tập trung ở nang lông, sau hình thành tổn thương ban dát sẩn có ranh giới rõ và cuối cùng hợp thành ban lan tỏa. Triệu chứng xuất huyết bao gồm: đi ngoài phân đen, chảy máu nơi tiêm truyền, ho máu, chảy máu chân răng, đái máu, chảy máu âm đạo.",answer_from_context,bệnh do virus ebola_text_0004,,need_review,passed,passed,llm_from_chunk,in_scope_medium,bệnh do virus ebola.pdf,bệnh do virus ebola_text_0004
Q175,BỆNH DO VIRUS EBOLA,diagnosis,medium,Công thức máu và xét nghiệm hóa sinh của bệnh này cho thấy những thay đổi gì?,"Công thức máu thường có giảm bạch cầu, giảm tiểu cầu. Xét nghiệm hóa sinh máu cho thấy tăng AST, ALT. Creatinin máu và ure có thể tăng trong thời gian tiến triển của bệnh.",answer_from_context,bệnh do virus ebola_text_0004,,need_review,passed,passed,llm_from_chunk,in_scope_medium,bệnh do virus ebola.pdf,bệnh do virus ebola_text_0004
Q176,BỆNH RUBELLA,risk_group,medium,Trẻ em nhiễm rubella sinh ra cần tránh tiếp xúc với ai trong bao lâu?,Tré em nhiém rubella bam sinh cần hạn chế tối đa tiếp xúc với phụ nữ có thai và trẻ em khác từ khi sinh ra đến khi trẻ được 1 tuổi.,answer_from_context,bệnh rubella_text_0016,,need_review,passed,passed,llm_from_chunk,in_scope_medium,bệnh rubella.pdf,bệnh rubella_text_0016
Q177,BỆNH RUBELLA,treatment,medium,Cách khử khuẩn buồng bệnh rubella tại bệnh viện như thế nào?,"Khử khuẩn buồng bệnh: thường xuyên mở cửa số, cửa chính để ánh nắng chiếu vào và đảm bảo thông khí thoáng. Sử dụng khí Ozon hoặc chiếu đèn cực tím.",answer_from_context,bệnh rubella_text_0016,,need_review,passed,passed,llm_from_chunk,in_scope_medium,bệnh rubella.pdf,bệnh rubella_text_0016
Q178,TRUYEN NHIEM 1,treatment,medium,Thuốc nào được sử dụng trong điều trị bệnh dịch hạch và liều lượng cụ thể cho người lớn là bao nhiêu?,"Streptomycin: Liều dùng cho người lớn là 2 g, tiêm bắp mỗi 12 giờ.",answer_from_context,Truyen-nhiem-1_text_0179,,need_review,passed,passed,llm_from_chunk,in_scope_medium,Truyen-nhiem-1.pdf,Truyen-nhiem-1_text_0179
Q179,TRUYEN NHIEM 1,treatment,medium,"Đối với bệnh dịch hạch, thời gian điều trị thường kéo dài bao lâu và thuốc gentamycin được chỉ định như thế nào?","Thời gian điều trị là 10 ngày. Gentamycin: Liều dùng cho người lớn từ 3-5 mg/kg, tiêm bắp hoặc tiêm TM mỗi 8 giờ.",answer_from_context,Truyen-nhiem-1_text_0179,,need_review,passed,passed,llm_from_chunk,in_scope_medium,Truyen-nhiem-1.pdf,Truyen-nhiem-1_text_0179
Q180,TRUYEN NHIEM 1,treatment,medium,Trẻ em bị bệnh dịch hạch nên được điều trị bằng thuốc gì và liều lượng như thế nào?,"Trẻ em bị bệnh dịch hạch nên được điều trị bằng streptomycin với liều 30 mg/kg, tiêm bắp mỗi 12 giờ; gentamycin với liều 6-7,5 mg/kg, tiêm bắp hoặc tiêm TM mỗi 8 giờ; tetracyclin với liều 25-50 mg/kg, uống hoặc tiêm TM mỗi 6 giờ cho trẻ trên 8 tuổi; doxycyclin với liều 4,4 mg/kg, uống hoặc tiêm TM mỗi 12 hoặc 24 giờ cho trẻ trên 8 tuổi.",answer_from_context,Truyen-nhiem-1_text_0179,,need_review,passed,passed,llm_from_chunk,in_scope_medium,Truyen-nhiem-1.pdf,Truyen-nhiem-1_text_0179
Q181,TRUYEN NHIEM 1,clinical_manifestation,medium,Biểu hiện lâm sàng của leptospirosis bao gồm những triệu chứng nào?,"Sốt, đau cơ, có thể có phát ban, vàng da, tổn thương phổi, suy thận.",answer_from_context,Truyen-nhiem-1_text_0157,,need_review,passed,passed,llm_from_chunk,in_scope_medium,Truyen-nhiem-1.pdf,Truyen-nhiem-1_text_0157
Q182,BỆNH VIÊM GAN VIRUS C,risk_group,medium,Nhóm bệnh nhân nào có nguy cơ mắc bệnh viêm gan vi RUT C cao?,"Bệnh nhân nhiễm HIV, người tiêm chích ma túy, người tiếp xúc gần gũi với bệnh nhân viêm gan vi RUT C.",answer_from_context,bệnh viêm gan virus c_text_0003,,need_review,passed,passed,llm_from_chunk,in_scope_medium,bệnh viêm gan virus c.pdf,bệnh viêm gan virus c_text_0003
Q183,BỆNH TAY CHÂN MIỆNG,clinical_manifestation,medium,Nếu huyết áp ổn định ở mức nào trong bao lâu thì có thể giảm liều Milrinone?,"Nếu huyết áp ổn định (HA tâm thu 100 - 110mmHg) trong 12 - 24 giờ, giảm dần liều Milrinone 0,1 ug/kg/phút mỗi 30 - 60 phút cho đến liều tối thiểu 0,25 ug/kg/phút.",answer_from_context,bệnh tay chân miệng_text_0038,,need_review,passed,passed,llm_from_chunk,in_scope_medium,bệnh tay chân miệng.pdf,bệnh tay chân miệng_text_0038
Q184,BỆNH TAY CHÂN MIỆNG,treatment,medium,Khi nào cần ngưng sử dụng Milrinone?,"Ngưng ngay Milrinone nếu: HA tam thu < 90 mmHg (tré < 12 tháng), HA tâm thu < 100 mmHg (tré > 12 tháng).",answer_from_context,bệnh tay chân miệng_text_0038,,need_review,passed,passed,llm_from_chunk,in_scope_medium,bệnh tay chân miệng.pdf,bệnh tay chân miệng_text_0038
Q185,SỐT XUẤT HUYẾT DENGUE,treatment,medium,Khi nào cần thực hiện xét nghiệm Hct và tiểu cầu theo hướng dẫn y lệnh?,"Theo dõi tình trạng ói/nôn máu, tiêu/đi ngoài ra máu và thực hiện y lệnh xét nghiệm Hct, tiểu cầu",answer_from_context,sốt xuất huyết dengue_table_p71_1,,need_review,passed,passed,llm_from_chunk,in_scope_medium,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_table_p71_1
Q186,SỐT XUẤT HUYẾT DENGUE,risk_group,medium,Bệnh nhân nào có nguy cơ cao bị bầm tụ máu khi tiêm tĩnh mạch?,Tránh lấy máu tĩnh mạch đùi để tránh bầm tụ máu lớn gây chèn ép hiếu máu nuôi chi dưới,answer_from_context,sốt xuất huyết dengue_table_p71_1,,need_review,passed,passed,llm_from_chunk,in_scope_medium,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_table_p71_1
Q187,SỐT XUẤT HUYẾT DENGUE,clinical_manifestation,medium,"Trong quá trình truyền Albumin, các xét nghiệm nào cần được đánh giá lâm sàng và khi nào?","Đánh giá lâm sàng, Hct, Albumin máu sau truyền Albumin mỗi 4 - 6 giờ.",answer_from_context,sốt xuất huyết dengue_text_0063,,need_review,passed,passed,llm_from_chunk,in_scope_medium,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_text_0063
Q188,SỐT XUẤT HUYẾT DENGUE,treatment,medium,Nếu nồng độ Albumin máu thấp hơn bao nhiêu và bệnh nhân vẫn còn thất thoát dịch thì có thể thực hiện lại truyền Albumin?,"Có thể lập lại truyền Albumin nếu nồng độ Albumin máu thấp < 2,5 g/dl và bệnh nhân vẫn còn thất thoát dịch.",answer_from_context,sốt xuất huyết dengue_text_0063,,need_review,passed,passed,llm_from_chunk,in_scope_medium,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_text_0063
Q189,SỐT XUẤT HUYẾT DENGUE,diagnosis,medium,Khi nào cần thử dịch với bệnh nhân có CVP > 15cmH O và Hct cao kèm sức co bóp cơ tim bình thường?,"Có thể lập lại truyền Albumin nếu nồng độ Albumin máu thấp < 2,5 g/dl và bệnh nhân vẫn còn thất thoát dịch.",answer_from_context,sốt xuất huyết dengue_text_0063,,need_review,passed,passed,llm_from_chunk,in_scope_medium,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_text_0063
Q190,TRUYEN NHIEM 1,diagnosis,medium,Khi nào cần điều chỉnh kháng sinh dựa trên kết quả nhuộm Gram?,Khi có kết quả nhuộm Gram cần điều chỉnh ngay kháng sinh phù hợp,answer_from_context,Truyen-nhiem-1_text_0037,,need_review,passed,passed,llm_from_chunk,in_scope_medium,Truyen-nhiem-1.pdf,Truyen-nhiem-1_text_0037
Q191,SỐT XUẤT HUYẾT DENGUE,treatment,medium,"Theo tài liệu, khi nào mới cần bù đắp điện giải qua đường tĩnh mạch?",Chỉ bù đắp điện giải qua đường tĩnh mạch khi thật cần thiết.,answer_from_context,sốt xuất huyết dengue_text_0236,,need_review,passed,passed,llm_from_chunk,in_scope_medium,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_text_0236
Q192,SỐT XUẤT HUYẾT DENGUE,treatment,medium,"Trong can thiệp ngoại khoa, số lượng tiểu cầu tối thiểu là bao nhiêu và thời gian thực hiện như thế nào?","Đối với các tình huống ngoại khoa, cần hội chẩn bác sĩ chuyên khoa ngoại và truyền tiểu cầu đậm đặc trong vòng 6 giờ trước và trong khi can thiệp ngoại khoa với mục tiêu số lượng tiểu cầu > 75.000/mm3.",answer_from_context,sốt xuất huyết dengue_text_0107,,need_review,passed,passed,llm_from_chunk,in_scope_medium,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_text_0107
Q193,SỐT XUẤT HUYẾT DENGUE,clinical_manifestation,medium,Cần theo dõi các chỉ số nào cho người bệnh sốc và tần suất như thế nào?,"- Khi đang có sốc cần theo dõi mạch, huyết áp, nhịp thở từ 15 - 30 phút/lần (ở trẻ em); 30 - 60 phút/lần ở người lớn.
- Đo hematocrit sau 1 giờ bù dịch chống sốc và sau đó mỗi 1 - 2 giờ 1 lần, trong 6 giờ đầu của sốc. Sau đó 4 giờ 1 lần cho đến khi sốc ổn định.",answer_from_context,sốt xuất huyết dengue_text_0107,,need_review,passed,passed,llm_from_chunk,in_scope_medium,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_text_0107
Q194,TRUYEN NHIEM 1,clinical_manifestation,medium,Các vùng da nào thường bị ảnh hưởng bởi bệnh thủy đậu?,Thủy đậu thường tập trung ở các vùng da chuyển tiếp niêm mạc quanh các hốc tự nhiên.,answer_from_context,Truyen-nhiem-1_text_0049,,need_review,passed,passed,llm_from_chunk,in_scope_medium,Truyen-nhiem-1.pdf,Truyen-nhiem-1_text_0049
Q195,TRUYEN NHIEM 1,treatment,medium,"Ngoài hạ nhiệt, phương pháp điều trị thủy đậu nào được đề xuất trong văn bản?",Chăm sóc tổn thương da là một phần của việc điều trị hỗ trợ cho bệnh thủy đậu.,answer_from_context,Truyen-nhiem-1_text_0049,,need_review,passed,passed,llm_from_chunk,in_scope_medium,Truyen-nhiem-1.pdf,Truyen-nhiem-1_text_0049
Q196,TRUYEN NHIEM 1,treatment,medium,Liều lượng Acyclovir cho trẻ em dưới 12 tuổi khi điều trị Herpes simplex là bao nhiêu?,Trẻ dưới 12 tuổi có thể dùng liều 20 mg/kg 6 giờ một lần.,answer_from_context,Truyen-nhiem-1_text_0049,,need_review,passed,passed,llm_from_chunk,in_scope_medium,Truyen-nhiem-1.pdf,Truyen-nhiem-1_text_0049
Q197,TRUYEN NHIEM 1,risk_group,medium,Những yếu tố thuận lợi dẫn đến nhiễm trùng da và mô mềm là gì?,"Các tổn thương hàng rào da niêm mạc: như vết thương, bỏng. Các bệnh lý mạn tính: đái tháo đường, xơ gan, các bệnh lý gây suy giảm miễn dịch khác.",answer_from_context,Truyen-nhiem-1_text_0164,,need_review,passed,passed,llm_from_chunk,in_scope_medium,Truyen-nhiem-1.pdf,Truyen-nhiem-1_text_0164
Q198,TRUYEN NHIEM 1,clinical_manifestation,medium,Tỷ lệ người bệnh nhiễm trùng da và mô mềm cần nhập viện điều trị là bao nhiêu?,Tỷ lệ cần nhập viện điều trị trong số những người bệnh có nhiễm trùng da và mô mềm khoảng 29%.,answer_from_context,Truyen-nhiem-1_text_0164,,need_review,passed,passed,llm_from_chunk,in_scope_medium,Truyen-nhiem-1.pdf,Truyen-nhiem-1_text_0164
Q199,DỊCH CÚM A,clinical_manifestation,medium,Vi rút cum A(H7N9) thường gây ra các triệu chứng gì?,"Tăng cường giám sát, xét nghiệm để xác định sự lưu hành, biến đổi, mức độ lây lan vi rút cum A(H7N9).",answer_from_context,dịch cúm A_text_0028,,need_review,passed,passed,llm_from_chunk,in_scope_medium,dịch cúm A.pdf,dịch cúm A_text_0028
Q200,DỊCH CÚM A,risk_group,medium,Nhóm đối tượng nào cần được chú trọng trong việc phòng chống dịch H7N9?,"Thường xuyên cập nhật các thông tin, sửa đổi các thông điệp truyền thông, khuyến cáo phòng chống dịch cho phù hợp với các đối tượng nguy cơ.",answer_from_context,dịch cúm A_text_0028,,need_review,passed,passed,llm_from_chunk,in_scope_medium,dịch cúm A.pdf,dịch cúm A_text_0028
Q201,BỆNH TAY CHÂN MIỆNG,clinical_manifestation,medium,ECMO được chỉ định khi nào trong bệnh tay chân miệng độ IV thất bại sau 6 - 12 giờ?,"ECMO được chỉ định khi lọc máu: huyết động chưa ổn định, liều thuốc van mach cao (VIS > 50), EF < 30%, chỉ số tim thấp, men tim tăng cao, toan chuyền hoá kéo đài pH < 7,15; lactate máu > Smmol/L.",answer_from_context,bệnh tay chân miệng_text_0047,,need_review,passed,passed,llm_from_chunk,in_scope_medium,bệnh tay chân miệng.pdf,bệnh tay chân miệng_text_0047
Q202,BỆNH TAY CHÂN MIỆNG,diagnosis,medium,ECMO được chỉ định cho bệnh nhân tay chân miệng độ IV khi nào?,"ECMO được chỉ định khi có > l tiêu chuẩn sau: lọc máu: huyết động chưa ổn định, liều thuốc van mach cao (VIS > 50), EF < 30%, chỉ số tim thấp, men tim tăng cao, toan chuyền hoá kéo đài pH < 7,15; lactate máu > Smmol/L.",answer_from_context,bệnh tay chân miệng_text_0047,,need_review,passed,passed,llm_from_chunk,in_scope_medium,bệnh tay chân miệng.pdf,bệnh tay chân miệng_text_0047
Q203,BỆNH TAY CHÂN MIỆNG,clinical_manifestation,medium,"Ngoài lọc máu, các tiêu chuẩn nào khác để chỉ định ECMO cho bệnh nhân tay chân miệng độ IV thất bại sau 6 - 12 giờ?","Huyết động chưa ổn định, liều thuốc van mach cao (VIS > 50), EF < 30%, chỉ số tim thấp, men tim tăng cao, toan chuyền hoá kéo đài pH < 7,15; lactate máu > Smmol/L.",answer_from_context,bệnh tay chân miệng_text_0047,,need_review,passed,passed,llm_from_chunk,in_scope_medium,bệnh tay chân miệng.pdf,bệnh tay chân miệng_text_0047
